,Rank,Name,Net Worth,Age,Source,Category
1957,1931.,Susumu Fujita,$1.6 B,47,internet media,Media & Entertainment
1958,1931.,Stefano Gabbana,$1.6 B,58,luxury goods,Fashion & Retail
1959,1931.,Alexandre Grendene Bartelle,$1.6 B,71,shoes,Fashion & Retail
1960,1931.,Geeta Gupta-Fisker,$1.6 B,46,"electric cars
★",Automotive
1961,1931.,Heikki Herlin,$1.6 B,34,"elevators, escalators",Manufacturing
1962,1931.,Asok Kumar Hiranandani,$1.6 B,66,real estate,Real Estate
1963,1931.,Niranjan Hiranandani,$1.6 B,71,real estate,Real Estate
1964,1931.,Ho Hung Anh,$1.6 B,50,"consumer products, banking",Finance & Investments
1965,1931.,Huang Zhengcong,$1.6 B,54,electronics,Technology
1966,1931.,"B. Wayne Hughes, Jr.",$1.6 B,60,storage facilities,Real Estate
1967,1931.,Jiang Yintai & family,$1.6 B,70,auto parts,Automotive
1968,1931.,Michael Jordan,$1.6 B,58,"Charlotte Hornets, endorsements",Sports
1969,1931.,Ke Guihua,$1.6 B,55,auto parts,Manufacturing
1970,1931.,Alexander Klyachin,$1.6 B,53,real estate,Real Estate
1971,1931.,William Koch,$1.6 B,80,"oil, investments",Energy
1972,1931.,Sebastian Kulczyk,$1.6 B,40,diversified,Finance & Investments
1973,1931.,Robert Langer,$1.6 B,72,biotech,Healthcare
1974,1931.,Manuel Lao Hernandez,$1.6 B,76,casinos,Gambling & Casinos
1975,1931.,Michael Lee-Chin,$1.6 B,70,mutual funds,Finance & Investments
1976,1931.,Li Li,$1.6 B,57,pharmaceuticals,Healthcare
1977,1931.,Li Zhen & family,$1.6 B,57,lithium batteries,Manufacturing
1978,1931.,Liang Yanfeng & family,$1.6 B,56,real estate,Real Estate
1979,1931.,Jenny Lindén Urnes,$1.6 B,50,powdered metal,Manufacturing
1980,1931.,Liu Yingqi,$1.6 B,44,technology,Technology
1981,1931.,Catherine Lozick,$1.6 B,75,valve manufacturing,Manufacturing
1982,1931.,Gary Magness,$1.6 B,67,"cable TV, investments",Media & Entertainment
1983,1931.,Mao Lixiang & family,$1.6 B,80,cooking appliances,Technology
1984,1931.,David Mindus,$1.6 B,49,real estate,Real Estate
1985,1931.,Massimo Moratti,$1.6 B,75,oil refinery,Energy
1986,1931.,Mario Moretti Polegato & family,$1.6 B,68,shoes,Fashion & Retail
1987,1931.,Ni Zugen,$1.6 B,64,appliances,Manufacturing
1988,1931.,Kentaro Ogawa,$1.6 B,72,restaurants,Food & Beverage
1989,1931.,Tomas Olivo Lopez,$1.6 B,47,shopping centers,Real Estate
1990,1931.,Rubens Ometto Silveira Mello,$1.6 B,71,"sugar, ethanol",Energy
1991,1931.,Pan Gang,$1.6 B,50,dairy,Food & Beverage
1992,1931.,Ajay Parekh,$1.6 B,63,adhesives,Manufacturing
1993,1931.,David Paul,$1.6 B,54,medical devices,Healthcare
1994,1931.,Nelson Peltz,$1.6 B,78,investments,Finance & Investments
1995,1931.,Petro Poroshenko,$1.6 B,55,confectionery,Food & Beverage
1996,1931.,G. Rajendran,$1.6 B,78,jewellery,Fashion & Retail
1997,1931.,P.P. Reddy,$1.6 B,63,infrastructure,Construction & Engineering
1998,1931.,Francisco Jose Riberas Mera,$1.6 B,56,"steel, autoparts",Manufacturing
1999,1931.,Juan Maria Riberas Mera,$1.6 B,52,"steel, investments",Metals & Mining
2000,1931.,Subhash Runwal,$1.6 B,77,real estate,Real Estate
2001,1931.,Deniz Sahenk,$1.6 B,75,diversified,Diversified
2002,1931.,Bhadresh Shah,$1.6 B,69,engineering,Manufacturing
2003,1931.,Shen Hua & family,$1.6 B,58,semiconductors,Technology
2004,1931.,Barry Silbert,$1.6 B,44,cryptocurrency,Finance & Investments
2005,1931.,Leonid Simanovsky,$1.6 B,71,investments,Finance & Investments
2006,1931.,Peter Sperling,$1.6 B,61,education,Service
2007,1931.,Sun Weijie,$1.6 B,57,oilfield equipment,Manufacturing
2008,1931.,Tang Jianfang,$1.6 B,N/A,packaged foods,Food & Beverage
2009,1931.,Prachak Tangkaravakoon,$1.6 B,77,paints,Manufacturing
2010,1931.,Clemens Toennies,$1.6 B,64,meat processing,Food & Beverage
2011,1931.,Tran Ba Duong & family,$1.6 B,61,automotive,Automotive
2012,1931.,Tseng Cheng,$1.6 B,59,petrochemicals,Manufacturing
2013,1931.,Tung Ching Bor,$1.6 B,58,manufacturing,Manufacturing
2014,1931.,Shigefumi Wada,$1.6 B,68,software,Technology
2015,1931.,Wang Qinghua,$1.6 B,55,electric equipment,Manufacturing
2016,1931.,Wang Xuechao,$1.6 B,N/A,pharmaceuticals,Healthcare
2017,1931.,Wang Yiran,$1.6 B,41,LCD main board,Technology
2018,1931.,Myron Wentz,$1.6 B,81,health products,Fashion & Retail
2019,1931.,Ian Wood & family,$1.6 B,78,energy services,Energy
2020,1931.,Wu Chaoqun,$1.6 B,51,chemicals,Manufacturing
2021,1931.,Wu Yingming,$1.6 B,54,batteries,Energy
2022,1931.,Xie Bingkun & family,$1.6 B,54,pearlescent pigments,Fashion & Retail
2023,1931.,Xiu Laigui,$1.6 B,66,pharmaceuticals,Healthcare
2024,1931.,Yang Erzhu,$1.6 B,70,real estate,Real Estate
2025,1931.,Yang Lijuan,$1.6 B,43,restaurants,Food & Beverage
2026,1931.,Yao Kuizhang,$1.6 B,56,beverages,Food & Beverage
2027,1931.,Yu Peidi,$1.6 B,61,real estate,Real Estate
2028,1931.,David Zalik,$1.6 B,47,financial technology,Technology
2029,1931.,Zhang Cheng Fei,$1.6 B,53,paper & related products,Manufacturing
2030,1931.,Zhang Keqiang,$1.6 B,60,real estate,Real Estate
2031,1931.,Zhang Shilong & family,$1.6 B,55,semiconductor,Technology
2032,1931.,Zhang Xiaojuan,$1.6 B,51,logistics,Logistics
2033,1931.,Zhang Yuanlin,$1.6 B,45,real estate,Real Estate
2034,2035.,Antti Aarnio-Wihuri,$1.5 B,81,diversified,Diversified
2035,2035.,Hamdi Akin & family,$1.5 B,66,diversified,Diversified
2036,2035.,"Herbert Allen, Jr. & family",$1.5 B,81,investment banking,Finance & Investments
2037,2035.,Harindarpal Banga,$1.5 B,70,commodities,Finance & Investments
2038,2035.,Ulrike Baro,$1.5 B,N/A,biopharmaceuticals,Healthcare
2039,2035.,Alex Beard,$1.5 B,53,"mining, commodities",Metals & Mining
2040,2035.,Barbara Benetton,$1.5 B,51,"fashion retail, investments",Fashion & Retail
2041,2035.,Paolo Bulgari,$1.5 B,83,luxury goods,Fashion & Retail
2042,2035.,Ron Burkle,$1.5 B,68,"supermarkets, investments",Finance & Investments
2043,2035.,Ahmet Calik,$1.5 B,63,"energy, banking, construction",Diversified
2044,2035.,Steve Case,$1.5 B,62,AOL,Technology
2045,2035.,Safra Catz,$1.5 B,59,software,Technology
2046,2035.,Chen Baohua,$1.5 B,59,pharmaceutical,Healthcare
2047,2035.,Chen Xianbao & family,$1.5 B,61,food,Food & Beverage
2048,2035.,Chen Xiaohui,$1.5 B,50,information technology,Technology
2049,2035.,Manas Chiaravanond,$1.5 B,N/A,diversified,Diversified
2050,2035.,Phongthep Chiaravanont,$1.5 B,69,diversified,Diversified
2051,2035.,Prathip Chiravanond,$1.5 B,N/A,diversified,Diversified
2052,2035.,Alberto Cortina,$1.5 B,75,investments,Finance & Investments
2053,2035.,Bharat Desai,$1.5 B,68,IT consulting,Technology
2054,2035.,Tim Draper,$1.5 B,62,cryptocurrency,Finance & Investments
2055,2035.,John Farber,$1.5 B,95,chemicals,Manufacturing
2056,2035.,Gary Fegel,$1.5 B,47,"commodities, investments",Metals & Mining
2057,2035.,John Foley,$1.5 B,49,Peloton,Technology
2058,2035.,Geng Diangen,$1.5 B,64,Internet,Technology
2059,2035.,Alan Gerry,$1.5 B,92,cable television,Media & Entertainment
2060,2035.,Esther Grether,$1.5 B,85,art collection,Fashion & Retail
2061,2035.,Bill Gross,$1.5 B,76,investments,Finance & Investments
2062,2035.,Sue Gross,$1.5 B,71,investments,Finance & Investments
2063,2035.,Guo Ziwen,$1.5 B,57,real estate,Real Estate
2064,2035.,Torstein Hagen,$1.5 B,78,cruises,Service
2065,2035.,Huang Wen Tsai,$1.5 B,67,real estate,Real Estate
2066,2035.,Huang Wenbiao,$1.5 B,53,soy sauce,Food & Beverage
2067,2035.,Huh Jae-myung,$1.5 B,49,electric components,Manufacturing
2068,2035.,Ke Xiping & family,$1.5 B,60,investments,Diversified
2069,2035.,Kim Jun-ki,$1.5 B,76,diversified,Diversified
2070,2035.,Seth Klarman,$1.5 B,63,investments,Finance & Investments
2071,2035.,Pyotr Kondrashev,$1.5 B,71,investments,Manufacturing
2072,2035.,Raymond Kwok,$1.5 B,67,real estate,Real Estate
2073,2035.,Heikki Kyostila,$1.5 B,75,dental products,Healthcare
2074,2035.,Arvind Lal,$1.5 B,71,medical diagnostics,Healthcare
2075,2035.,Anthony Langley,$1.5 B,66,manufacturing,Diversified
2076,2035.,Christian Latouche,$1.5 B,80,accounting services,Finance & Investments
2077,2035.,Gary Lauder,$1.5 B,58,Estée Lauder,Fashion & Retail
2078,2035.,James Leininger,$1.5 B,76,medical products,Healthcare
2079,2035.,Lin Zhijun,$1.5 B,45,medical devices,Healthcare
2080,2035.,Lin Zhixiong & family,$1.5 B,47,medical devices,Healthcare
2081,2035.,Vladimir Litvinenko,$1.5 B,65,chemical industry,Manufacturing
2082,2035.,Liu Xiucai & family,$1.5 B,64,chemicals,Manufacturing
2083,2035.,Lu Zongjun,$1.5 B,57,logistics,Logistics
2084,2035.,Duncan MacMillan,$1.5 B,83,Bloomberg LP,Finance & Investments
2085,2035.,Youssef Mansour,$1.5 B,75,diversified,Diversified
2086,2035.,George Marcus,$1.5 B,79,real estate,Real Estate
2087,2035.,Strive Masiyiwa,$1.5 B,60,telecom,Telecom
2088,2035.,Billy Joe (Red) McCombs,$1.5 B,93,"real estate, oil, cars, sports",Diversified
2089,2035.,Lorinc Meszaros,$1.5 B,55,diversified,Diversified
2090,2035.,Jerry Moyes,$1.5 B,77,transportation,Logistics
2091,2035.,Marius Nacht,$1.5 B,55,software,Technology
2092,2035.,Ezra Nahmad,$1.5 B,75,art,Finance & Investments
2093,2035.,Niti Osathanugrah,$1.5 B,47,"energy drinks,investments",Finance & Investments
2094,2035.,Alberto Palatchi,$1.5 B,71,wedding dresses,Fashion & Retail
2095,2035.,Sushilkumar Parekh,$1.5 B,88,adhesives,Manufacturing
2096,2035.,Lirio Parisotto,$1.5 B,67,investments,Finance & Investments
2097,2035.,Mark Pincus,$1.5 B,55,online games,Technology
2098,2035.,Michael Polsky,$1.5 B,72,Electric power,Energy
2099,2035.,P.V.Krishna Reddy,$1.5 B,51,infrastructure,Construction & Engineering
2100,2035.,Prathap Reddy,$1.5 B,89,healthcare,Healthcare
2101,2035.,Satish Reddy,$1.5 B,53,pharmaceuticals,Healthcare
2102,2035.,Ren Jinsheng & family,$1.5 B,58,pharmaceutical,Healthcare
2103,2035.,Helena Revoredo,$1.5 B,74,security services,Service
2104,2035.,Matthew Roszak,$1.5 B,48,cryptocurrency,Finance & Investments
2105,2035.,Vinod Saraf,$1.5 B,68,chemicals,Manufacturing
2106,2035.,Fayez Sarofim,$1.5 B,92,money management,Finance & Investments
2107,2035.,Steven Schuurman,$1.5 B,45,software,Technology
2108,2035.,Basudeo Singh,$1.5 B,80,pharmaceuticals,Healthcare
2109,2035.,Ryan Smith,$1.5 B,42,cloud computing,Technology
2110,2035.,Peter Sondakh,$1.5 B,71,investments,Finance & Investments
2111,2035.,Sun Qinghuan,$1.5 B,47,lighting,Technology
2112,2035.,Sun Yonghui,$1.5 B,50,LCD main board,Technology
2113,2035.,Luc Tack,$1.5 B,59,"textile, chemicals",Manufacturing
2114,2035.,Fernando Trajano,$1.5 B,N/A,retail,Fashion & Retail
2115,2035.,August Troendle,$1.5 B,65,pharmaceutical services,Healthcare
2116,2035.,Kenny Troutt,$1.5 B,73,telecom,Telecom
2117,2035.,John Van Lieshout,$1.5 B,75,real estate,Real Estate
2118,2035.,Radha Vembu,$1.5 B,48,business software,Technology
2119,2035.,Wang Huiwen,$1.5 B,43,e-commerce,Technology
2120,2035.,Wang Wenbiao,$1.5 B,64,"natural gas, fertilizers",Manufacturing
2121,2035.,Wang Yaohai,$1.5 B,54,lighting,Technology
2122,2035.,Wang Zelong,$1.5 B,24,chemicals,Metals & Mining
2123,2035.,Wang Zhentao & family,$1.5 B,55,vaccine & shoes,Healthcare
2124,2035.,Wen Yilong,$1.5 B,32,e-cigarettes,Manufacturing
2125,2035.,Thomas Wu,$1.5 B,71,finance,Finance & Investments
2126,2035.,Wu Zhenxing,$1.5 B,51,soy sauce,Food & Beverage
2127,2035.,Xiang Guangming & family,$1.5 B,57,waste disposal,Manufacturing
2128,2035.,Xu Gang,$1.5 B,57,Chemicals,Manufacturing
2129,2035.,Xu Wanmao,$1.5 B,76,education,Service
2130,2035.,Jane Yan & family,$1.5 B,51,software,Technology
2131,2035.,Ye Cheng,$1.5 B,59,conglomerate,Diversified
2132,2035.,Yi Dasheng,$1.5 B,60,conglomerate,Diversified
2133,2035.,Yu Rong,$1.5 B,49,health clinics,Healthcare
2134,2035.,Yuan Zhimin & family,$1.5 B,60,plastics,Manufacturing
2135,2035.,Zeng Chaolin,$1.5 B,38,Aluminium,Metals & Mining
2136,2035.,Zhong Sheng Jian,$1.5 B,63,real estate,Real Estate
2137,2035.,Zhou Jian,$1.5 B,44,robotics,Technology
2138,2035.,Zhu Yiming,$1.5 B,48,semiconductors,Technology
2139,2035.,Zhuang Kuilong & family,$1.5 B,58,polyester,Manufacturing
2140,2141.,Anu Aga,$1.4 B,78,engineering,Construction & Engineering
2141,2141.,Farkhad Akhmedov,$1.4 B,65,investments,Energy
2142,2141.,Alberto Alcocer,$1.4 B,78,investments,Finance & Investments
2143,2141.,Alexandra Andresen,$1.4 B,24,investments,Diversified
2144,2141.,Katharina Andresen,$1.4 B,25,investments,Diversified
2145,2141.,Mori Arkin,$1.4 B,68,pharmaceuticals,Healthcare
2146,2141.,Clifford Asness,$1.4 B,54,money management,Finance & Investments
2147,2141.,Nigel Austin,$1.4 B,50,retail,Fashion & Retail
2148,2141.,Ziv Aviram,$1.4 B,62,automotive technology,Automotive
2149,2141.,Louis Bacon,$1.4 B,64,hedge funds,Finance & Investments
2150,2141.,Samuel Barata,$1.4 B,83,drugstores,Fashion & Retail
2151,2141.,Angela Bennett,$1.4 B,77,mining,Metals & Mining
2152,2141.,Maurizio Billi,$1.4 B,63,generic drugs,Healthcare
2153,2141.,Zadik Bino & family,$1.4 B,77,"banking, oil",Diversified
2154,2141.,Anna Maria Braun,$1.4 B,42,medical technology,Healthcare
2155,2141.,Johanna Braun,$1.4 B,41,medical technology,Healthcare
2156,2141.,Karl Friedrich Braun,$1.4 B,38,medical technology,Healthcare
2157,2141.,Cai Hao & family,$1.4 B,50,solar energy,Manufacturing
2158,2141.,Binod Chaudhary,$1.4 B,65,diversified,Diversified
2159,2141.,Chen Liying,$1.4 B,45,package delivery,Logistics
2160,2141.,Chen Qixing,$1.4 B,61,electronics components,Technology
2161,2141.,Chen Zhuolin,$1.4 B,59,real estate,Real Estate
2162,2141.,Fernando Chico Pardo,$1.4 B,69,airport management,Service
2163,2141.,Jean-Paul Clozel,$1.4 B,66,pharmaceuticals,Healthcare
2164,2141.,Jim Crane,$1.4 B,67,"logistics, baseball",Sports
2165,2141.,Ana Lucia de Mattos Barretto Villela,$1.4 B,47,banking,Finance & Investments
2166,2141.,Darwin Deason,$1.4 B,80,software,Service
2167,2141.,Sefik Yilmaz Dizdar,$1.4 B,83,fashion retail,Fashion & Retail
2168,2141.,James Duff,$1.4 B,60,"tires, diversified",Diversified
2169,2141.,Thomas Duff,$1.4 B,64,"tires, diversified",Diversified
2170,2141.,Keith Dunleavy & family,$1.4 B,51,health IT,Healthcare
2171,2141.,Fang Zhancheng,$1.4 B,N/A,soy sauce,Food & Beverage
2172,2141.,Lloyd Frink,$1.4 B,56,Zillow,Real Estate
2173,2141.,Gao Yunfeng,$1.4 B,54,industrial lasers,Manufacturing
2174,2141.,Jayme Garfinkel,$1.4 B,75,insurance,Finance & Investments
2175,2141.,Balkrishan Goenka,$1.4 B,54,textiles,Manufacturing
2176,2141.,Jitse Groen,$1.4 B,42,food delivery service,Food & Beverage
2177,2141.,Mimi Haas,$1.4 B,74,Levi's jeans,Fashion & Retail
2178,2141.,Richard Hayne,$1.4 B,73,Urban Outfitters,Fashion & Retail
2179,2141.,He Ningning,$1.4 B,50,electronic components,Manufacturing
2180,2141.,He Yamin & family,$1.4 B,64,manufacturing,Manufacturing
2181,2141.,Timothy Headington,$1.4 B,70,"oil & gas, investments",Energy
2182,2141.,Christian Herz,$1.4 B,N/A,coffee,Finance & Investments
2183,2141.,Michaela Herz,$1.4 B,N/A,coffee,Finance & Investments
2184,2141.,Daniel Hirschfeld,$1.4 B,79,fashion retail,Fashion & Retail
2185,2141.,Francis Holder,$1.4 B,80,bakeries,Food & Beverage
2186,2141.,Hu Chengzhong,$1.4 B,60,manufacturing,Manufacturing
2187,2141.,Hu Gengxi & family,$1.4 B,57,Bio-Pharma,Healthcare
2188,2141.,Huang Hongyun & family,$1.4 B,54,real estate,Real Estate
2189,2141.,Huang Jian,$1.4 B,54,home appliance,Manufacturing
2190,2141.,Huang Weibin,$1.4 B,53,home appliances,Manufacturing
2191,2141.,Huang Xiaofen & family,$1.4 B,59,printed circuit boards,Technology
2192,2141.,Archie Hwang,$1.4 B,68,semiconductors,Technology
2193,2141.,Jay-Z,$1.4 B,51,Multiple,Media & Entertainment
2194,2141.,Johan Johannson,$1.4 B,54,grocery stores,Fashion & Retail
2195,2141.,Scott Kapnick,$1.4 B,62,private equity,Finance & Investments
2196,2141.,Sidney Kimmel,$1.4 B,93,retail,Fashion & Retail
2197,2141.,Christine Knauf,$1.4 B,N/A,building materials,Manufacturing
2198,2141.,Karl Knauf,$1.4 B,N/A,building materials,Manufacturing
2199,2141.,Andrei Kosogov,$1.4 B,60,Banking,Energy
2200,2141.,Guilherme Peirao Leal,$1.4 B,71,cosmetics,Fashion & Retail
2201,2141.,Theodore Leonsis,$1.4 B,65,sports teams,Sports
2202,2141.,Li Denghai,$1.4 B,71,seed production,Food & Beverage
2203,2141.,Liang Qin & family,$1.4 B,49,semiconductor devices,Technology
2204,2141.,Liang Yaoming,$1.4 B,57,diagnostics,Healthcare
2205,2141.,Liu Hua,$1.4 B,48,infant formula,Food & Beverage
2206,2141.,Liu Xuejing & family,$1.4 B,70,"copper, poultry",Diversified
2207,2141.,Anatoly Lomakin,$1.4 B,68,investments,Metals & Mining
2208,2141.,Lu Rongfu,$1.4 B,50,telecommunication,Telecom
2209,2141.,Antonio Marcegaglia,$1.4 B,57,steel,Metals & Mining
2210,2141.,Emma Marcegaglia,$1.4 B,55,steel,Metals & Mining
2211,2141.,Ilson Mateus,$1.4 B,58,supermarkets,Fashion & Retail
2212,2141.,Terence (Terry) Matthews,$1.4 B,78,telecom,Telecom
2213,2141.,Trevor Milton,$1.4 B,39,"electric vehicles
★",Automotive
2214,2141.,Nirmal Minda,$1.4 B,63,auto parts,Automotive
2215,2141.,Robert Mouawad,$1.4 B,76,fine jewelry,Service
2216,2141.,Judith Neilson,$1.4 B,75,investments,Finance & Investments
2217,2141.,Kerr Neilson,$1.4 B,71,Investments,Finance & Investments
2218,2141.,Vadim Novinsky,$1.4 B,57,steel,Metals & Mining
2219,2141.,John Ocampo,$1.4 B,62,semiconductors,Technology
2220,2141.,Jonathan Oringer,$1.4 B,46,stock photos,Technology
2221,2141.,Andreas Pohl,$1.4 B,56,mutual funds,Finance & Investments
2222,2141.,"Reinfried Pohl, Jr.",$1.4 B,61,mutual funds,Finance & Investments
2223,2141.,Qi Jinxing,$1.4 B,59,real estate,Real Estate
2224,2141.,Qian Jinghong,$1.4 B,48,electric scooters,Automotive
2225,2141.,Vito Rodriguez Rodriguez,$1.4 B,82,processed milk,Diversified
2226,2141.,Oliver Samwer,$1.4 B,47,tech investments,Technology
2227,2141.,Martin Selig,$1.4 B,83,real estate,Real Estate
2228,2141.,Airat Shaimiev,$1.4 B,59,"refinery, chemicals",Energy
2229,2141.,Amnon Shashua,$1.4 B,60,automotive technology,Automotive
2230,2141.,Nobutoshi Shimamura,$1.4 B,95,retail,Fashion & Retail
2231,2141.,Michael Spencer,$1.4 B,65,stock exchange,Finance & Investments
2232,2141.,Edward Stack,$1.4 B,66,Dick's Sporting Goods,Fashion & Retail
2233,2141.,Thomas Steyer,$1.4 B,63,hedge funds,Finance & Investments
2234,2141.,Tan Ruiqing,$1.4 B,54,chemicals,Manufacturing
2235,2141.,Itaru Tanimura,$1.4 B,56,heathcare,Healthcare
2236,2141.,Sukanto Tanoto,$1.4 B,71,diversified,Diversified
2237,2141.,Alexander Tedja,$1.4 B,75,real estate,Real Estate
2238,2141.,Jim Thompson,$1.4 B,81,logistics,Logistics
2239,2141.,Jonathan Tisch,$1.4 B,67,"insurance, NFL team",Diversified
2240,2141.,Wilma Tisch,$1.4 B,93,diversified,Finance & Investments
2241,2141.,Gisele Trajano,$1.4 B,N/A,retail,Fashion & Retail
2242,2141.,Jayshree Ullal,$1.4 B,60,computer networking,Technology
2243,2141.,Vardis Vardinoyannis & family,$1.4 B,88,oil and gas,Energy
2244,2141.,Sunny Varkey,$1.4 B,63,education,Service
2245,2141.,Wang Jianfeng & family,$1.4 B,51,auto parts,Automotive
2246,2141.,Wang Junjin,$1.4 B,52,airline,Service
2247,2141.,Wang Mingwang,$1.4 B,53,electronics components,Manufacturing
2248,2141.,Wang Xiaoshen,$1.4 B,52,lithium,Manufacturing
2249,2141.,Werner O. Weber,$1.4 B,82,electronic components,Manufacturing
2250,2141.,Drorit Wertheim,$1.4 B,65,Coca Cola Israel,Food & Beverage
2251,2141.,"Alfred West, Jr.",$1.4 B,78,money management,Finance & Investments
2252,2141.,Wu Po Sum,$1.4 B,70,real estate,Real Estate
2253,2141.,Xie Ketao,$1.4 B,57,education,Service
2254,2141.,Swift Xie,$1.4 B,41,drones,Technology
2255,2141.,Yu Guo,$1.4 B,59,education,Service
2256,2141.,"Richard Yuengling, Jr.",$1.4 B,78,beer,Food & Beverage
2257,2141.,Clayton Zekelman,$1.4 B,52,steel,Manufacturing
2258,2141.,Zheng Hong & family,$1.4 B,70,electronics,Technology
2259,2141.,Shusheng Zheng,$1.4 B,55,telecom,Telecom
2260,2141.,Zhuo Jun,$1.4 B,55,printed circuit boards,Manufacturing
2261,2141.,Inigo Zobel,$1.4 B,64,Diversified,Diversified
2262,2263.,Sanjay Agarwal,$1.3 B,50,banking,Finance & Investments
2263,2263.,Hamad bin Jassim bin Jaber Al Thani,$1.3 B,61,investments,Finance & Investments
2264,2263.,Nerio Alessandri,$1.3 B,59,gym equipment,Manufacturing
2265,2263.,Mika Anttonen,$1.3 B,54,oil & gas,Energy
2266,2263.,Ryuji Arai,$1.3 B,74,appliances,Manufacturing
2267,2263.,Mehmet Aydinlar,$1.3 B,64,hospitals,Healthcare
2268,2263.,Achal Bakeri,$1.3 B,61,air coolers,Manufacturing
2269,2263.,Elena Baturina,$1.3 B,58,"investments, real estate",Construction & Engineering
2270,2263.,Othman Benjelloun & family,$1.3 B,88,"banking, insurance",Finance & Investments
2271,2263.,Oleg Boyko,$1.3 B,56,diversified,Diversified
2272,2263.,Ludwig Theodor Braun,$1.3 B,31,medical technology,Healthcare
2273,2263.,Ana Maria Brescia Cafferata,$1.3 B,96,"mining, banking",Diversified
2274,2263.,Chris Britt,$1.3 B,48,fintech,Finance & Investments
2275,2263.,Rafal Brzoska,$1.3 B,43,parcel lockers,Logistics
2276,2263.,Chuck Bundrant,$1.3 B,79,fishing,Food & Beverage
2277,2263.,Pradip Burman,$1.3 B,78,consumer goods,Food & Beverage
2278,2263.,Cao Xiaochun,$1.3 B,52,pharmaceuticals,Healthcare
2279,2263.,Chang Pyung-soon,$1.3 B,70,educational services,Service
2280,2263.,Jeffrey Cheah,$1.3 B,76,property,Real Estate
2281,2263.,Vivien Chen,$1.3 B,62,real estate,Real Estate
2282,2263.,Cheng Lili,$1.3 B,56,poultry breeding,Food & Beverage
2283,2263.,Cho Jung-ho,$1.3 B,62,finance,Finance & Investments
2284,2263.,Cho Jyh-jer,$1.3 B,N/A,semiconductors,Technology
2285,2263.,Chu Jian,$1.3 B,58,Manufacturing,Manufacturing
2286,2263.,Eduard Chukhlebov,$1.3 B,57,metallurgy,Metals & Mining
2287,2263.,Turgay Ciner,$1.3 B,65,diversified,Diversified
2288,2263.,Tim Cook,$1.3 B,60,Apple,Technology
2289,2263.,Richard Desmond,$1.3 B,69,publishing,Media & Entertainment
2290,2263.,Du Shuanghua,$1.3 B,56,steel,Manufacturing
2291,2263.,Egon Durban,$1.3 B,47,private equity,Finance & Investments
2292,2263.,Eduardo Eurnekian,$1.3 B,88,"airports, investments",Diversified
2293,2263.,Fan Minhua,$1.3 B,59,pharmaceuticals,Healthcare
2294,2263.,Feng Chenhui,$1.3 B,55,Electronics,Technology
2295,2263.,Feng Yi,$1.3 B,47,software,Technology
2296,2263.,John Goff,$1.3 B,66,real estate,Real Estate
2297,2263.,Kenneth Hao,$1.3 B,52,private equity,Finance & Investments
2298,2263.,Ayman Hariri,$1.3 B,42,"construction, investments",Construction & Engineering
2299,2263.,Michael Heine,$1.3 B,71,financial services,Finance & Investments
2300,2263.,Eduardo Hochschild,$1.3 B,57,mining,Metals & Mining
2301,2263.,Huang Dawen,$1.3 B,60,silicon,Manufacturing
2302,2263.,Huang Shan,$1.3 B,50,software,Technology
2303,2263.,Jiang Ganjun,$1.3 B,57,home & office products,Manufacturing
2304,2263.,Conni Jonsson,$1.3 B,60,asset management,Finance & Investments
2305,2263.,Zbigniew Juroszek & family,$1.3 B,58,"real estate, gambling",Diversified
2306,2263.,André Kasprzak,$1.3 B,34,shoes,Fashion & Retail
2307,2263.,Anna Kasprzak,$1.3 B,31,shoes,Fashion & Retail
2308,2263.,Peter Kelly,$1.3 B,63,I.T.,Technology
2309,2263.,Kim Nam-jung,$1.3 B,48,food,Food & Beverage
2310,2263.,Hemendra Kothari,$1.3 B,74,Financial Services,Finance & Investments
2311,2263.,Michael Krasny,$1.3 B,67,retail,Technology
2312,2263.,Igor Kudryashkin,$1.3 B,59,metallurgy,Metals & Mining
2313,2263.,Bernard Lewis & family,$1.3 B,95,fashion retailer,Fashion & Retail
2314,2263.,Li Tan,$1.3 B,56,pharmaceuticals,Healthcare
2315,2263.,Liang Guangwei,$1.3 B,57,conglomerate,Manufacturing
2316,2263.,Liang Jiankun & family,$1.3 B,59,cobalt mining,Metals & Mining
2317,2263.,Liu Jilu & family,$1.3 B,74,Logistics,Logistics
2318,2263.,Mangal Prabhat Lodha,$1.3 B,65,real estate,Real Estate
2319,2263.,Brandt Louie,$1.3 B,77,drugstores,Food & Beverage
2320,2263.,Lu Hongyan,$1.3 B,43,online games,Media & Entertainment
2321,2263.,Zhaoxi Lu,$1.3 B,52,e-commerce,Technology
2322,2263.,Ma Renhe,$1.3 B,61,"textiles, apparel",Fashion & Retail
2323,2263.,Deepak Mehta,$1.3 B,64,chemicals,Manufacturing
2324,2263.,Ulrike Meister,$1.3 B,54,appliances,Manufacturing
2325,2263.,Lidiya Mikhailova & family,$1.3 B,63,agribusiness,Food & Beverage
2326,2263.,Alan Miller & family,$1.3 B,83,healthcare services,Healthcare
2327,2263.,Martin Moller Nielsen,$1.3 B,56,aircraft leasing,Logistics
2328,2263.,Greg Mondre,$1.3 B,46,private equity,Finance & Investments
2329,2263.,Yoshiko Mori,$1.3 B,80,real estate,Real Estate
2330,2263.,Bob Muglia,$1.3 B,61,software,Technology
